job_id,listed_time,closed_time,expiry
85008768,1.69275E+12,,1.7083E+12
529257371,1.69287E+12,,1.70842E+12
903408693,1.69273E+12,,1.70828E+12
1004740969,1.69273E+12,,1.70828E+12
1494619053,1.69904E+12,,1.7146E+12
1545216695,1.69906E+12,,1.71461E+12
1907764104,1.69904E+12,,1.71459E+12
1928027033,1.69283E+12,,1.70838E+12
2634247615,1.69273E+12,,1.69533E+12
2730408164,1.69274E+12,,1.7083E+12
2926389341,1.69905E+12,,1.7146E+12
3243289926,1.69274E+12,,1.70829E+12
3442372601,1.69275E+12,,1.7083E+12
3461837164,1.69904E+12,,1.7146E+12
3558876274,1.69273E+12,,1.70829E+12
3580193834,1.69273E+12,,1.70828E+12
3588924497,1.69906E+12,,1.71461E+12
3597417615,1.69905E+12,,1.7146E+12
3626156340,1.69284E+12,,1.70839E+12
3627129770,1.69273E+12,,1.70828E+12
3636503102,1.69283E+12,,1.69542E+12
3643209562,1.69273E+12,,1.70828E+12
3653922092,1.69282E+12,,1.69541E+12
3657070723,1.69284E+12,,1.70839E+12
3666945557,1.69274E+12,,1.70829E+12
3676480207,1.69286E+12,,1.70841E+12
3680971274,1.69283E+12,,1.70839E+12
3683918914,1.69283E+12,,1.69542E+12
3683926341,1.69283E+12,,1.69542E+12
3684017664,1.69284E+12,,1.70839E+12
3684441939,1.69273E+12,,1.69532E+12
3686849494,1.69897E+12,,1.71452E+12
3687520079,1.69273E+12,,1.70828E+12
3688980245,1.69283E+12,,1.69542E+12
3689398039,1.69229E+12,,1.70784E+12
3689601907,1.69169E+12,,1.70725E+12
3689674972,1.69283E+12,,1.69542E+12
3689687080,1.69283E+12,,1.69542E+12
3690290550,1.692E+12,,1.70756E+12
3690417417,1.69167E+12,,1.70722E+12
3690418699,1.69167E+12,,1.70722E+12
3690420325,1.69167E+12,,1.70722E+12
3690458930,1.69168E+12,,1.70723E+12
3690460845,1.69168E+12,,1.70723E+12
3690463255,1.69168E+12,,1.70723E+12
3690464010,1.69167E+12,,1.70723E+12
3690464312,1.69221E+12,,1.70776E+12
3690466064,1.69168E+12,,1.70723E+12
3690468614,1.69168E+12,,1.70723E+12
3690470734,1.69168E+12,,1.70723E+12
3690471580,1.69168E+12,,1.70723E+12
3690472919,1.69168E+12,,1.70723E+12
3690489493,1.69168E+12,,1.70723E+12
3690492617,1.69168E+12,,1.69427E+12
3690494629,1.69168E+12,,1.70723E+12
3690496660,1.69168E+12,,1.70723E+12
3690601234,1.69168E+12,,1.70723E+12
3690604864,1.69168E+12,,1.70723E+12
3690610800,1.69168E+12,,1.70723E+12
3690611859,1.69169E+12,,1.70724E+12
3690613145,1.69168E+12,,1.70723E+12
3690614159,1.69229E+12,,1.70784E+12
3690622639,1.69168E+12,,1.70724E+12
3690627674,1.69168E+12,,1.70723E+12
3690635702,1.69212E+12,,1.70767E+12
3690637337,1.69168E+12,,1.70724E+12
3690650655,1.69169E+12,,1.70724E+12
3690652915,1.69169E+12,,1.70724E+12
3690661006,1.6917E+12,,1.70725E+12
3690665864,1.69169E+12,,1.69428E+12
3690671085,1.69169E+12,,1.70724E+12
3690671366,1.69169E+12,,1.70724E+12
3690674396,1.69169E+12,,1.70724E+12
3690679726,1.69169E+12,,1.70724E+12
3690689188,1.69169E+12,,1.70724E+12
3690697852,1.69169E+12,,1.70724E+12
3690699783,1.69169E+12,,1.70724E+12
3690808251,1.69169E+12,,1.70724E+12
3690811863,1.69169E+12,,1.70724E+12
3690813079,1.69169E+12,,1.70724E+12
3690815771,1.69169E+12,,1.70724E+12
3690830913,1.69169E+12,,1.70725E+12
3690835330,1.69169E+12,,1.70725E+12
3690836590,1.69169E+12,,1.70725E+12
3690836861,1.6917E+12,,1.70725E+12
3690838132,1.69169E+12,,1.69429E+12
3690840360,1.6917E+12,,1.70725E+12
3690840799,1.6917E+12,,1.70725E+12
3690841300,1.6917E+12,,1.70725E+12
3690841515,1.6917E+12,,1.70725E+12
3690842485,1.6917E+12,,1.70725E+12
3690844336,1.6917E+12,,1.70725E+12
3690844811,1.6917E+12,,1.69429E+12
3690849028,1.6917E+12,,1.70725E+12
3690851117,1.6917E+12,,1.70725E+12
3690859113,1.6917E+12,,1.69429E+12
3690860158,1.6917E+12,,1.70725E+12
3690865969,1.6917E+12,,1.70726E+12
3690868912,1.69171E+12,,1.6943E+12
3690869667,1.69221E+12,,1.70777E+12
3690870383,1.6917E+12,,1.70726E+12
3690871224,1.6917E+12,,1.6943E+12
3690875253,1.69177E+12,,1.70733E+12
3690882678,1.69171E+12,,1.70726E+12
3690885518,1.69176E+12,,1.69439E+12
3690888827,1.69176E+12,,1.69439E+12
3692363916,1.69268E+12,,1.70824E+12
3692363921,1.69268E+12,,1.70824E+12
3692364583,1.69268E+12,,1.70824E+12
3692367370,1.69268E+12,,1.69528E+12
3692369039,1.69268E+12,,1.70824E+12
3693031616,1.69273E+12,,1.69533E+12
3693032353,1.69273E+12,,1.70829E+12
3693034691,1.69273E+12,,1.70828E+12
3693034850,1.69273E+12,,1.70828E+12
3693035505,1.69272E+12,,1.70828E+12
3693035554,1.69273E+12,,1.70829E+12
3693035612,1.69273E+12,,1.70828E+12
3693037770,1.69273E+12,,1.70828E+12
3693038976,1.69274E+12,,1.69533E+12
3693038998,1.69274E+12,,1.69533E+12
3693039588,1.69273E+12,,1.70828E+12
3693039908,1.69273E+12,,1.70828E+12
3693039983,1.69273E+12,,1.70828E+12
3693040603,1.69273E+12,,1.70828E+12
3693040865,1.69274E+12,,1.70829E+12
3693040873,1.6928E+12,,1.69539E+12
3693040913,1.69273E+12,,1.70828E+12
3693040943,1.69273E+12,,1.70828E+12
3693040951,1.69273E+12,,1.70828E+12
3693041555,1.69273E+12,1.69E+12,1.70828E+12
3693041811,1.69273E+12,,1.70828E+12
3693041825,1.69273E+12,,1.70828E+12
3693041882,1.69273E+12,,1.70828E+12
3693041894,1.69273E+12,,1.70828E+12
3693041907,1.69273E+12,,1.69532E+12
3693041913,1.69273E+12,,1.70828E+12
3693041917,1.69273E+12,,1.70828E+12
3693041922,1.69273E+12,,1.70828E+12
3693041926,1.69273E+12,,1.69532E+12
3693041934,1.69273E+12,,1.69532E+12
3693041945,1.69273E+12,,1.70828E+12
3693041956,1.69273E+12,,1.70828E+12
3693041983,1.69273E+12,,1.69532E+12
3693042696,1.69273E+12,,1.70828E+12
3693042885,1.69273E+12,,1.70828E+12
3693042908,1.69273E+12,,1.69532E+12
3693042945,1.69273E+12,,1.70828E+12
3693042954,1.69273E+12,,1.70828E+12
3693042962,1.6928E+12,,1.70051E+12
3693042966,1.69274E+12,,1.70829E+12
3693042977,1.69273E+12,,1.69532E+12
3693043359,1.69273E+12,,1.70828E+12
3693043623,1.69273E+12,,1.69532E+12
3693043626,1.69273E+12,,1.70828E+12
3693043650,1.69273E+12,,1.70828E+12
3693043658,1.69273E+12,,1.70828E+12
3693043685,1.69273E+12,,1.69532E+12
3693043687,1.69273E+12,,1.69532E+12
3693043695,1.69273E+12,,1.70828E+12
3693043702,1.69273E+12,,1.70828E+12
3693043719,1.69273E+12,,1.69532E+12
3693043721,1.69273E+12,,1.69532E+12
3693043722,1.69273E+12,,1.70828E+12
3693043727,1.69273E+12,,1.69532E+12
3693043747,1.69273E+12,,1.69532E+12
3693043757,1.69273E+12,,1.70828E+12
3693043758,1.69273E+12,,1.70828E+12
3693043777,1.69273E+12,,1.69532E+12
3693043806,1.69273E+12,,1.70828E+12
3693043812,1.69281E+12,,1.69792E+12
3693043843,1.69273E+12,,1.69532E+12
3693043849,1.69273E+12,,1.69532E+12
3693043878,1.69273E+12,,1.69532E+12
3693043892,1.69273E+12,,1.69532E+12
3693043911,1.69273E+12,,1.69532E+12
3693043936,1.69273E+12,,1.69532E+12
3693043956,1.69273E+12,,1.69532E+12
3693043959,1.69273E+12,,1.69532E+12
3693043976,1.69273E+12,,1.69532E+12
3693044217,1.69273E+12,,1.70828E+12
3693044251,1.69273E+12,,1.70828E+12
3693044307,1.69273E+12,,1.69534E+12
3693044310,1.69273E+12,,1.69532E+12
3693044312,1.69273E+12,,1.69532E+12
3693044318,1.69273E+12,,1.69532E+12
3693044340,1.69273E+12,,1.69532E+12
3693044349,1.69273E+12,,1.69532E+12
3693044363,1.69273E+12,,1.70828E+12
3693044376,1.69273E+12,,1.69532E+12
3693044461,1.69273E+12,,1.70828E+12
3693044463,1.69273E+12,,1.70828E+12
3693044468,1.69273E+12,,1.70828E+12
3693044473,1.69273E+12,1.69E+12,1.69532E+12
3693044480,1.69273E+12,,1.69532E+12
3693044491,1.69273E+12,,1.69532E+12
3693044497,1.69274E+12,,1.70829E+12
3693044528,1.69273E+12,,1.69534E+12
3693044529,1.69273E+12,,1.69532E+12
3693044535,1.69273E+12,1.69E+12,1.69532E+12
3693044540,1.69273E+12,,1.70828E+12
3693044547,1.69273E+12,,1.69532E+12
3693044551,1.69273E+12,,1.69532E+12
3693044565,1.69273E+12,,1.69532E+12
3693044578,1.69273E+12,,1.69532E+12
3693044634,1.69273E+12,,1.69532E+12
3693044636,1.69273E+12,,1.69532E+12
3693044652,1.69273E+12,,1.69533E+12
3693044669,1.69273E+12,,1.69532E+12
3693044673,1.69273E+12,,1.69532E+12
3693044685,1.69273E+12,,1.69532E+12
3693044709,1.69273E+12,,1.70828E+12
3693044714,1.69273E+12,,1.70828E+12
3693044727,1.69273E+12,,1.70828E+12
3693044739,1.69273E+12,,1.69533E+12
3693044745,1.69273E+12,,1.70829E+12
3693044807,1.69273E+12,,1.70829E+12
3693044809,1.69273E+12,,1.69533E+12
3693044816,1.69273E+12,,1.70829E+12
3693044827,1.69274E+12,,1.69533E+12
3693044837,1.69273E+12,,1.69533E+12
3693044884,1.69273E+12,,1.70829E+12
3693044890,1.69273E+12,,1.69533E+12
3693044911,1.69273E+12,1.69E+12,1.69533E+12
3693044914,1.69273E+12,,1.69533E+12
3693044917,1.69273E+12,,1.69533E+12
3693044924,1.69273E+12,,1.70829E+12
3693044969,1.69273E+12,,1.69533E+12
3693045185,1.69273E+12,,1.69532E+12
3693045212,1.69273E+12,,1.70828E+12
3693045226,1.69273E+12,,1.70828E+12
3693045229,1.69273E+12,,1.69532E+12
3693045237,1.69273E+12,,1.70828E+12
3693045253,1.69273E+12,,1.69532E+12
3693045264,1.69273E+12,,1.69532E+12
3693045265,1.69273E+12,,1.70828E+12
3693045292,1.69273E+12,,1.69532E+12
3693045296,1.69273E+12,,1.69532E+12
3693045370,1.69273E+12,,1.70828E+12
3693045386,1.69273E+12,,1.70828E+12
3693045389,1.69273E+12,,1.70828E+12
3693045402,1.69273E+12,,1.69532E+12
3693045406,1.69273E+12,,1.69532E+12
3693045432,1.69273E+12,,1.69532E+12
3693045464,1.69273E+12,,1.69532E+12
3693045467,1.69273E+12,,1.69532E+12
3693045498,1.69273E+12,,1.69532E+12
3693045500,1.69273E+12,,1.70828E+12
3693045541,1.69273E+12,,1.70828E+12
3693045586,1.69273E+12,,1.69533E+12
3693045672,1.69273E+12,,1.70829E+12
3693045680,1.69273E+12,1.69E+12,1.69533E+12
3693045683,1.69273E+12,,1.69532E+12
3693045688,1.69273E+12,,1.70829E+12
3693045710,1.69273E+12,,1.69532E+12
3693045721,1.69273E+12,,1.70829E+12
3693045762,1.69273E+12,1.69E+12,1.69533E+12
3693045775,1.69273E+12,,1.69533E+12
3693045777,1.69273E+12,,1.69533E+12
3693045847,1.69273E+12,,1.70829E+12
3693045868,1.69273E+12,,1.69533E+12
3693045874,1.69273E+12,,1.70829E+12
3693045896,1.69273E+12,1.69E+12,1.70829E+12
3693045904,1.69273E+12,,1.69533E+12
3693045905,1.69273E+12,,1.70829E+12
3693045933,1.69273E+12,,1.70829E+12
3693045947,1.69273E+12,,1.69533E+12
3693045953,1.69273E+12,,1.70829E+12
3693045957,1.69273E+12,,1.69533E+12
3693045981,1.69273E+12,,1.70829E+12
3693045991,1.69273E+12,,1.69533E+12
3693046082,1.69273E+12,,1.70828E+12
3693046111,1.69273E+12,,1.70828E+12
3693046116,1.69273E+12,,1.70828E+12
3693046120,1.69273E+12,,1.70828E+12
3693046138,1.69273E+12,,1.70828E+12
3693046144,1.69273E+12,,1.70828E+12
3693046147,1.69273E+12,,1.69532E+12
3693046148,1.69273E+12,,1.69532E+12
3693046153,1.69273E+12,,1.70828E+12
3693046159,1.69273E+12,,1.69532E+12
3693046227,1.69273E+12,,1.70828E+12
3693046245,1.69273E+12,,1.69532E+12
3693046276,1.69273E+12,1.69E+12,1.69532E+12
3693046316,1.69273E+12,,1.69532E+12
3693046322,1.69273E+12,,1.69532E+12
3693046355,1.69273E+12,,1.69532E+12
3693046386,1.69273E+12,,1.69532E+12
3693046400,1.69273E+12,,1.70828E+12
3693046402,1.69273E+12,,1.70828E+12
3693046436,1.69273E+12,,1.69532E+12
3693046440,1.69273E+12,1.69E+12,1.69532E+12
3693046443,1.69273E+12,,1.69532E+12
3693046471,1.69273E+12,,1.70828E+12
3693046477,1.69273E+12,,1.69532E+12
3693046479,1.69273E+12,,1.69532E+12
3693046487,1.69273E+12,1.69E+12,1.69532E+12
3693046499,1.69273E+12,1.69E+12,1.70828E+12
3693046503,1.69273E+12,,1.69532E+12
3693046504,1.69273E+12,,1.69532E+12
3693046511,1.69273E+12,,1.69532E+12
3693046513,1.69273E+12,,1.69532E+12
3693046528,1.69273E+12,,1.70828E+12
3693046540,1.69273E+12,,1.70829E+12
3693046563,1.69273E+12,,1.69533E+12
3693046568,1.69273E+12,,1.69533E+12
3693046570,1.69273E+12,,1.69533E+12
3693046605,1.69273E+12,,1.70829E+12
3693046648,1.69273E+12,,1.70829E+12
3693046661,1.69273E+12,,1.69533E+12
3693046675,1.69273E+12,,1.69533E+12
3693046697,1.69273E+12,,1.70829E+12
3693046701,1.69273E+12,,1.70829E+12
3693046718,1.69273E+12,,1.69533E+12
3693046734,1.69273E+12,,1.69533E+12
3693046736,1.69273E+12,,1.70829E+12
3693046738,1.69273E+12,,1.70829E+12
3693046757,1.69273E+12,,1.69533E+12
3693046758,1.69273E+12,,1.69533E+12
3693046775,1.69273E+12,,1.69533E+12
3693046780,1.69273E+12,,1.69533E+12
3693046790,1.69273E+12,,1.69533E+12
3693046795,1.69274E+12,,1.69533E+12
3693046813,1.69273E+12,,1.69533E+12
3693046815,1.69273E+12,,1.70829E+12
3693046816,1.69273E+12,,1.70829E+12
3693046821,1.69274E+12,,1.69533E+12
3693046839,1.69273E+12,,1.69533E+12
3693046843,1.69273E+12,1.69E+12,1.69533E+12
3693046844,1.69275E+12,,1.69534E+12
3693046845,1.69273E+12,,1.69533E+12
3693046852,1.69273E+12,,1.69533E+12
3693046865,1.69273E+12,,1.69533E+12
3693046896,1.69273E+12,,1.69533E+12
3693046907,1.69282E+12,,1.69541E+12
3693046908,1.69274E+12,,1.69533E+12
3693046910,1.69274E+12,,1.69533E+12
3693046933,1.69274E+12,,1.70829E+12
3693046979,1.69274E+12,,1.70829E+12
3693046998,1.69274E+12,,1.69533E+12
3693047002,1.69273E+12,,1.69532E+12
3693047067,1.69273E+12,,1.70828E+12
